[gsim-emu] zero-init 587928 register words
[gsim-probe post-reset] rocket_pc=0x0 muon_c0t0_currPC=0x10000000 muon_minstret[c0t0=0 c0t1=0 c1t0=0 c1t1=0] muon_be_reset=1
[gsim-emu] reset done, running (max_cycles=360000)
[gsim-probe tick] rocket_pc=0x80000148 muon_c0t0_currPC=0x10003a28 muon_minstret[c0t0=4064 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x80000126 muon_c0t0_currPC=0x10003a38 muon_minstret[c0t0=4136 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000f8 muon_c0t0_currPC=0x10003a28 muon_minstret[c0t0=4209 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x8000004c muon_c0t0_currPC=0x10003a38 muon_minstret[c0t0=4280 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800002f4 muon_c0t0_currPC=0x10003a28 muon_minstret[c0t0=4354 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000be muon_c0t0_currPC=0x10003a28 muon_minstret[c0t0=4558 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x80000092 muon_c0t0_currPC=0x10003a48 muon_minstret[c0t0=4631 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800002de muon_c0t0_currPC=0x10003a28 muon_minstret[c0t0=4703 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800002b6 muon_c0t0_currPC=0x10003a48 muon_minstret[c0t0=4776 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x80000130 muon_c0t0_currPC=0x10003a28 muon_minstret[c0t0=4848 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001fe muon_c0t0_currPC=0x100039f0 muon_minstret[c0t0=5047 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x8000031e muon_c0t0_currPC=0x10003a28 muon_minstret[c0t0=5127 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x8000006a muon_c0t0_currPC=0x10003a38 muon_minstret[c0t0=5197 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x80000044 muon_c0t0_currPC=0x10003a28 muon_minstret[c0t0=5272 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x80000048 muon_c0t0_currPC=0x10003a28 muon_minstret[c0t0=5342 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001f0 muon_c0t0_currPC=0x100039f0 muon_minstret[c0t0=5450 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x80000136 muon_c0t0_currPC=0x10003a28 muon_minstret[c0t0=5621 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x8000010e muon_c0t0_currPC=0x10003a38 muon_minstret[c0t0=5692 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000ee muon_c0t0_currPC=0x10003a28 muon_minstret[c0t0=5766 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x8000004c muon_c0t0_currPC=0x10003a38 muon_minstret[c0t0=5837 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x8000007e muon_c0t0_currPC=0x10003a28 muon_minstret[c0t0=5911 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000e6 muon_c0t0_currPC=0x10003a28 muon_minstret[c0t0=6115 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x8000004c muon_c0t0_currPC=0x10003a48 muon_minstret[c0t0=6188 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x80000316 muon_c0t0_currPC=0x10003a28 muon_minstret[c0t0=6260 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x80000080 muon_c0t0_currPC=0x10003a48 muon_minstret[c0t0=6333 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000dc muon_c0t0_currPC=0x10003a28 muon_minstret[c0t0=6405 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=6548 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=6992 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=7437 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a70 muon_minstret[c0t0=7882 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a80 muon_minstret[c0t0=8326 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=8770 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=9214 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a68 muon_minstret[c0t0=9660 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=10104 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=10548 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=10992 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=11437 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a70 muon_minstret[c0t0=11882 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a80 muon_minstret[c0t0=12326 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=12770 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=13214 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a68 muon_minstret[c0t0=13660 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=14104 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=14548 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=14992 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=15437 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a70 muon_minstret[c0t0=15882 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a80 muon_minstret[c0t0=16326 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=16770 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=17214 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a68 muon_minstret[c0t0=17660 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=18104 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=18548 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=18992 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=19437 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a70 muon_minstret[c0t0=19882 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a80 muon_minstret[c0t0=20326 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=20770 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=21214 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a68 muon_minstret[c0t0=21660 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=22104 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=22548 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=22992 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=23437 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a70 muon_minstret[c0t0=23882 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a80 muon_minstret[c0t0=24326 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=24770 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=25214 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a68 muon_minstret[c0t0=25660 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=26104 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=26548 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=26992 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=27437 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a70 muon_minstret[c0t0=27882 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a80 muon_minstret[c0t0=28326 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=28770 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=29214 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a68 muon_minstret[c0t0=29660 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=30104 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=30548 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=30992 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=31437 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a70 muon_minstret[c0t0=31882 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a80 muon_minstret[c0t0=32326 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=32770 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=33214 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a68 muon_minstret[c0t0=33660 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=34104 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=34548 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=34992 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=35437 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a70 muon_minstret[c0t0=35882 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a80 muon_minstret[c0t0=36326 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=36770 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=37214 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a68 muon_minstret[c0t0=37660 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=38104 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=38548 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=38992 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=39437 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a70 muon_minstret[c0t0=39882 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a80 muon_minstret[c0t0=40326 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=40770 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=41214 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a68 muon_minstret[c0t0=41660 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=42104 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=42548 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=42992 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=43437 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a70 muon_minstret[c0t0=43882 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a80 muon_minstret[c0t0=44326 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=44770 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=45214 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a68 muon_minstret[c0t0=45660 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=46104 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=46548 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=46992 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=47437 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a70 muon_minstret[c0t0=47882 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a80 muon_minstret[c0t0=48326 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=48770 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=49214 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a68 muon_minstret[c0t0=49660 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=50104 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=50548 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=50992 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=51437 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a70 muon_minstret[c0t0=51882 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a80 muon_minstret[c0t0=52326 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=52770 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=53214 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a68 muon_minstret[c0t0=53660 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=54104 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=54548 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=54992 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=55437 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a70 muon_minstret[c0t0=55882 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a80 muon_minstret[c0t0=56326 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=56770 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=57214 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a68 muon_minstret[c0t0=57660 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=58104 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=58548 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=58992 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=59437 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a70 muon_minstret[c0t0=59882 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a80 muon_minstret[c0t0=60326 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=60770 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=61214 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a68 muon_minstret[c0t0=61660 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=62104 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=62548 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0
[gsim-probe final] rocket_pc=0x800001c6 muon_c0t0_currPC=0x10003a78 muon_minstret[c0t0=62548 c0t1=45 c1t0=45 c1t1=45] muon_be_reset=0

[gsim-emu] FINISHED: cycles=360000 wall=122.60s (2936 cyc/s) done=0 exit_code=0
[gsim-stats] dram_aw=0 dram_w=0 dram_ar=394 writes>=0x110000000=0 writes_resultpage=0
[gsim-stats] last_aw=0x0 last_ar=0x800003a0 max_ar=0x17effffe0 r_fires=1576 b_fires=0 cvfpu_accepts=512 uart_chars=0
