[gsim-emu] zero-init 587928 register words
[gsim-probe post-reset] rocket_pc=0x0 muon_c0t0_currPC=0x10000000 muon_minstret[c0t0=0 c0t1=0 c1t0=0 c1t1=0] muon_be_reset=1
[gsim-emu] reset done, running (max_cycles=360000)
[gsim-probe tick] rocket_pc=0x80000040 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=5977 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x80000064 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=6137 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001fe muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=6297 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x80000226 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=6457 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x80000156 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=6617 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x8000015e muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=6777 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x8000015e muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=6937 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x8000004c muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=7097 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x80000176 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=7257 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001aa muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=7417 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001c2 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=7577 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x8000004c muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=7737 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x80000046 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=7897 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x8000006c muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=8057 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001fe muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=8217 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x8000021e muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=8377 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x8000015e muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=8537 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800001ee muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=8697 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=8857 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=9017 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=9177 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=9337 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=9497 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=9657 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=9817 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=9977 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=10137 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=10297 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=10457 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=10617 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=10777 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=10937 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=11097 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=11257 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=11417 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=11577 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=11737 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=11897 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=12057 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=12217 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=12377 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=12537 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=12697 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=12857 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=13017 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=13177 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=13337 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=13497 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=13657 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=13817 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=13977 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=14137 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=14297 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=14457 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=14617 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=14777 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=14937 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=15097 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=15257 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=15417 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=15577 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=15737 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=15897 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=16057 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=16217 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=16377 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=16537 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=16697 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=16857 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=17017 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=17177 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=17337 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=17497 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=17657 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=17817 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=17977 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=18137 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=18297 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=18457 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=18617 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=18777 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=18937 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=19097 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=19257 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=19417 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=19577 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=19737 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=19897 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=20057 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=20217 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=20377 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=20537 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=20697 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=20857 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=21017 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=21177 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=21337 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=21497 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=21657 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=21817 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=21977 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=22137 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=22297 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=22457 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=22617 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=22777 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=22937 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=23097 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=23257 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=23417 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=23577 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=23737 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=23897 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=24057 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=24217 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=24377 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=24537 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=24697 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=24857 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=25017 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=25177 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=25337 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=25497 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=25657 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=25817 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=25977 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=26137 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=26297 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=26457 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=26617 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=26777 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=26937 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=27097 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=27257 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=27417 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=27577 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=27737 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=27897 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=28057 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=28217 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=28377 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=28537 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=28697 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=28857 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=29017 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=29177 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=29337 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=29497 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=29657 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=29817 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=29977 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=30137 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=30297 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
[gsim-probe tick] rocket_pc=0x800000c6 muon_c0t0_currPC=0x10002ac8 muon_minstret[c0t0=30457 c0t1=37 c1t0=37 c1t1=37] muon_be_reset=0
